1.016	19461	19151.438	19539.617	19401.176	20012.068	19792.938	19873.564	19507.736	18924.146	19170.262
2.032	20932	21113.992	21964.676	21514.078	21799.074	21922.541	21900.545	21126.154	21128.793	20595.895
3.048	18283	18638.963	19837.539	19195.756	19405.996	19929.287	19520.502	18784.092	18809.285	17970.646
4.064	18163	18579.541	20142.924	19480.768	19418.186	20165.469	19515.014	18718.793	18875.082	17732.91
5.08	17082	17799.377	19712.648	18778.492	18458.156	19640.582	18773.529	17951.236	18349.791	16748.977
6.096	16214	16843.828	19043.141	18104.602	17698.361	18975.064	17884	17057.66	17463.758	15758.604
7.112	15728	16439.084	18948.566	17808.68	17298.438	18802.791	17557.26	16577.258	17233.234	15223.659
8.128	14915	15762.091	18470.557	17191.223	16522.938	18252.217	16876.545	15853.479	16591.803	14421.73
9.144	14367	15143.211	18007.402	16790.773	15975.649	17898.711	16254.898	15357.755	16091.535	13799.093
10.16	13857	14729.276	17812.773	16375.942	15489.882	17534.684	15946.002	14870.314	15742.881	13359.89
11.176	13186	14183.113	17344.24	15894.014	14909.483	17082.963	15417.048	14191.741	15192.757	12664.808
12.192	12784	13759.72	17073.055	15558.212	14429.157	16829.654	14962.979	13839.706	14873.045	12199.42
13.208	12233	13246.79	16816.438	15081.954	13990.79	16475.582	14462.722	13307.111	14423.865	11705.914
14.224	11820	12938.331	16449.557	14801.67	13593.562	16125.942	13973.372	12928.002	13992.167	11235.887
15.24	11488	12439.499	16185.348	14402.201	13103.121	15756.541	13663.816	12511.551	13720.951	10743.836
16.256	11069	12069.203	15852.022	14125.671	12790.397	15535.835	13270.317	12123.442	13305.948	10495.771
17.272	10634	11668.694	15658.355	13716.666	12408.021	15154.864	12888.875	11793.332	12992.184	9968.586
18.288	10264	11273.02	15363.125	13406.928	12003.702	14874.636	12544.695	11439.239	12657.061	9694.084
19.304	9932	11016.848	14981.185	13099.651	11680.354	14562.651	12165.872	11032.17	12370.718	9333.841
20.32	9731	10744.462	14816.523	12867.19	11345.862	14362.666	11867.767	10707.711	12041.917	9015.439
21.336	9352	10349.747	14502.005	12521.833	11007.271	13983.564	11508.888	10406.237	11766.815	8630.055
22.352	9022	10136.124	14376.786	12199.704	10737.557	13755.036	11283.985	10107.603	11506.856	8428.354
23.368	8730	9786.634	14019.65	11992.284	10350.593	13561.44	10894.727	9852.206	11199.98	8159.164
24.384	8506	9535.121	13788.063	11683.367	10199.357	13291.532	10667.158	9550.997	10925.494	7868.728
25.4	8240	9271.203	13582.773	11455.903	9887.123	13005.126	10404.052	9352.761	10666.644	7625.983
26.416	8084	9044.521	13366.665	11224.264	9627.401	12762.119	10150.206	9065.435	10456.412	7404.479
27.432	7763	8709.227	13124.662	11012.537	9379.965	12542.282	9840.797	8754.606	10245.126	7130.898
28.448	7561	8563.918	12954.063	10745.693	9104.841	12304.219	9679.69	8595.407	10014.404	6940.295
29.464	7341	8321.869	12674.154	10531.323	8849.958	12142.46	9382.238	8320.157	9697.829	6690.942
30.48	7159	8126.552	12521.114	10317.962	8702.689	11908.056	9114.847	8162.632	9489.701	6558.579
31.496	6956	7909.195	12272.268	10097.826	8457.521	11674.014	8916.426	7925.792	9360.03	6315.771
32.512	6791	7688.613	12118.405	9914.005	8256.45	11534.396	8723.542	7775.445	9198.644	6127.292
33.528	6586	7516.918	11935.768	9640.965	8022.326	11350.473	8524.115	7548	8972.183	5942.42
34.544	6391	7379.008	11704.131	9513.035	7876.469	11077.939	8276.178	7386.807	8779.524	5793.279
35.56	6221	7134.405	11648.268	9305.452	7643.497	10877.393	8089.62	7168.479	8593.269	5618.829
36.576	6093	7087.335	11374.815	9082.774	7563.45	10764.039	7933.172	7023.763	8432.433	5468.946
37.592	5866	6841.748	11153.134	8965.947	7267.922	10588.334	7790.899	6873.689	8242.536	5313.575
38.608	5777	6687.601	11035.735	8773.482	7192.594	10390.18	7594.67	6668.875	8025.325	5170.046
39.624	5641	6510.975	10831.653	8603.969	6990.637	10221.523	7362.218	6574.218	7928.188	5033.557
40.64	5427	6391.531	10680.714	8505.584	6905.876	10064.05	7258.516	6312.856	7771.463	4953.602
41.656	5335	6190.985	10488.303	8293.455	6705.741	9899.243	7091.654	6283.976	7581.054	4785.413
42.672	5255	6067.158	10390.444	8200.321	6538.84	9730.674	6901.596	6078.044	7420.352	4639.046
43.688	5025	5916.77	10237.803	7977.723	6335.421	9573.139	6751.588	5960.234	7400.852	4524.36
44.704	4983	5863.013	10069.94	7863.474	6256.618	9432.55	6666.11	5835.581	7198.039	4441.836
45.72	4864	5707.781	9905.768	7680.929	6105.361	9268.664	6485.677	5646.288	7011.312	4305.076
46.736	4711	5576.98	9788.319	7598.579	5988.131	9149.146	6438.26	5570.94	6889.927	4254.835
47.752	4599	5475.667	9699.397	7414.823	5870.063	8980.802	6250.507	5426.901	6732.875	4017.536
48.768	4513	5376.783	9494.82	7339.655	5743.8	8880.484	6123.417	5322.833	6667.486	3981.372
49.784	4361	5223.917	9357.567	7138.795	5614.298	8733.435	5958.811	5219.847	6507.421	3875.835
50.8	4252	5155.118	9213.987	7045.535	5524.588	8626.567	5897.455	5132.494	6435.87	3824.382
51.816	4161	5022.872	9115.885	6914.767	5364.321	8454.063	5714.364	5075.109	6240.359	3713.9
52.832	4141	4875.635	8988.908	6798.585	5276.108	8374.119	5620.407	4928.775	6153.638	3592.957
53.848	4028	4802.016	8840.92	6648.769	5155.343	8186.797	5528.284	4825.781	6072.784	3528.356
54.864	3995	4700.528	8697.431	6571.316	5068.304	8117.898	5425.376	4688.194	5953.074	3449.224
55.88	3886	4582.33	8641.547	6485.111	4963.276	7960.187	5294.685	4581.978	5833.589	3357.542
56.896	3662	4567.5	8528.557	6360.122	4834.875	7813.486	5235.853	4504.628	5695.31	3342.31
57.912	3673	4366.965	8377.276	6224.002	4769.591	7740.265	5101.682	4417.861	5639.609	3219.64
58.928	3625	4326.396	8267.523	6090.919	4663.7	7681.901	5045.215	4281.119	5481.739	3127.705
59.944	3540	4259.714	8175.81	6059.298	4578.996	7479.2	4989.035	4156.172	5398.851	3087.144
60.96	3498	4122.101	8069.036	5922.106	4556.521	7408.932	4808.361	4125.715	5312.665	2979.594
61.976	3376	4046.192	7928.114	5864.713	4369.242	7319.947	4665.517	4137.839	5283.391	2920.164
62.992	3281	4012.233	7827.381	5785.146	4405.521	7189.794	4664.313	3979.791	5163.418	2865.754
64.008	3288	3935.029	7697.412	5673.827	4274.531	7104.408	4544.762	3879.107	5053.466	2816.001
